,"Single-Unit","2-to-4 Unit","5-to-49 Unit","50+ Units"
2007,0.115233303689699,0.356510923575396,0.342474766634121,0.185781006100784
2012,0.133251651979301,0.331826774417489,0.338977991868383,0.195943581734827
2013,0.14261532512016,0.318660847466991,0.34931771725319,0.18940611015966
2014,0.146099264379847,0.317912936469965,0.344879836300156,0.191107962850033
2015,0.14926812004069,0.303656088613765,0.35524648770357,0.191829303641976
2016,0.150225148729635,0.308494297327797,0.346805736636245,0.194474817306323
2017,0.147627993587236,0.294874747263282,0.357250444871717,0.200246814277765
